2008-11-13 00:00:00,16.6,91.0,1016.4000244140625,2.9000000953674316,0.0
2008-11-13 01:00:00,15.0,96.0,1016.2999877929688,2.299999952316284,0.0
2008-11-13 02:00:00,14.6,97.0,1014.7999877929688,2.4000000953674316,0.0
2008-11-13 03:00:00,15.0,96.0,1013.5999755859375,2.5999999046325684,0.0
2008-11-13 04:00:00,14.2,96.0,1012.7000122070312,2.4000000953674316,0.0
2008-11-13 05:00:00,15.1,92.0,1013.7000122070312,2.799999952316284,0.0
2008-11-13 06:00:00,14.6,93.0,1012.4000244140625,3.0999999046325684,0.0
2008-11-13 07:00:00,14.4,92.0,1011.4000244140625,3.299999952316284,0.0
2008-11-13 08:00:00,14.7,91.0,1012.5999755859375,3.4000000953674316,0.0
2008-11-13 09:00:00,16.4,90.0,1013.0,3.9000000953674316,0.0
2008-11-13 10:00:00,18.0,89.0,1012.9000244140625,3.4000000953674316,0.0
2008-11-13 11:00:00,19.0,87.0,1012.7999877929688,4.199999809265137,0.0
2008-11-13 12:00:00,19.7,82.0,1013.4000244140625,4.400000095367432,0.0
2008-11-13 13:00:00,20.5,78.0,1013.5,3.9000000953674316,0.0
2008-11-13 14:00:00,20.9,78.0,1012.0999755859375,3.5999999046325684,0.0
2008-11-13 15:00:00,21.4,78.0,1011.7000122070312,3.799999952316284,1.0
2008-11-13 16:00:00,22.3,75.0,1011.2000122070312,3.9000000953674316,1.0
2008-11-13 17:00:00,22.3,75.0,1010.2999877929688,4.800000190734863,1.0
2008-11-13 18:00:00,21.8,78.0,1009.0999755859375,4.599999904632568,1.0
2008-11-13 19:00:00,21.3,82.0,1008.7999877929688,4.5,1.0
2008-11-13 20:00:00,21.2,80.0,1009.9000244140625,4.199999809265137,1.0
2008-11-13 21:00:00,20.4,81.0,1010.2999877929688,3.299999952316284,1.0
2008-11-13 22:00:00,17.1,93.0,1010.5,1.600000023841858,2.0
2008-11-13 23:00:00,18.0,91.0,1010.7000122070312,2.4000000953674316,2.0
2008-11-14 00:00:00,18.1,90.0,1011.2000122070312,2.4000000953674316,2.0
2008-11-14 01:00:00,17.9,89.0,1011.4000244140625,1.7000000476837158,2.0
2008-11-14 02:00:00,17.6,90.0,1010.0999755859375,1.100000023841858,2.0
2008-11-14 03:00:00,16.5,94.0,1009.5999755859375,0.699999988079071,2.0
2008-11-14 04:00:00,15.0,95.0,1009.7000122070312,1.2999999523162842,2.0
2008-11-14 05:00:00,15.0,93.0,1009.2999877929688,2.299999952316284,2.0
2008-11-14 06:00:00,14.7,92.0,1008.5,2.4000000953674316,2.0
2008-11-14 07:00:00,14.3,92.0,1008.2999877929688,2.299999952316284,2.0
2008-11-14 08:00:00,14.2,92.0,1009.0999755859375,2.4000000953674316,2.0
2008-11-14 09:00:00,15.8,88.0,1009.2000122070312,1.600000023841858,2.0
2008-11-14 10:00:00,18.9,82.0,1009.2000122070312,1.2000000476837158,2.0
2008-11-14 11:00:00,21.1,74.0,1009.0999755859375,1.2999999523162842,2.0
2008-11-14 12:00:00,22.5,70.0,1009.5999755859375,1.0,2.0
2008-11-14 13:00:00,23.4,67.0,1009.4000244140625,1.0,2.0
2008-11-14 14:00:00,24.1,67.0,1007.7000122070312,1.600000023841858,2.0
2008-11-14 15:00:00,24.8,64.0,1006.5999755859375,2.5999999046325684,2.0
2008-11-14 16:00:00,25.0,62.0,1006.2999877929688,3.700000047683716,2.0
2008-11-14 17:00:00,24.5,64.0,1005.9000244140625,4.5,2.0
2008-11-14 18:00:00,24.1,67.0,1005.4000244140625,3.799999952316284,2.0
2008-11-14 19:00:00,23.6,70.0,1005.5999755859375,4.199999809265137,2.0
2008-11-14 20:00:00,22.8,73.0,1006.5999755859375,3.799999952316284,2.0
2008-11-14 21:00:00,21.8,78.0,1007.2000122070312,3.200000047683716,2.0
2008-11-14 22:00:00,18.8,93.0,1007.5999755859375,2.0999999046325684,2.0
2008-11-14 23:00:00,18.2,96.0,1007.9000244140625,1.600000023841858,2.0
2008-11-15 00:00:00,17.8,97.0,1008.7000122070312,1.2999999523162842,2.0
2008-11-15 01:00:00,17.8,98.0,1008.7999877929688,1.2000000476837158,2.0
2008-11-15 02:00:00,18.6,97.0,1007.5999755859375,1.100000023841858,2.0
2008-11-15 03:00:00,18.4,97.0,1007.2000122070312,1.0,2.0
2008-11-15 04:00:00,18.3,98.0,1007.2999877929688,0.8999999761581421,2.0
2008-11-15 05:00:00,17.2,100.0,1007.2999877929688,1.2999999523162842,2.0
2008-11-15 06:00:00,16.7,100.0,1006.7000122070312,1.7999999523162842,2.0
2008-11-15 07:00:00,16.5,100.0,1006.5999755859375,1.600000023841858,2.0
2008-11-15 08:00:00,16.5,100.0,1007.7000122070312,1.399999976158142,2.0
2008-11-15 09:00:00,17.1,99.0,1007.9000244140625,1.399999976158142,2.0
2008-11-15 10:00:00,19.6,90.0,1007.5,1.100000023841858,2.0
2008-11-15 11:00:00,22.0,78.0,1007.9000244140625,0.8999999761581421,2.0
2008-11-15 12:00:00,23.7,71.0,1008.4000244140625,1.100000023841858,2.0
2008-11-15 13:00:00,25.1,69.0,1008.0999755859375,1.5,2.0
2008-11-15 14:00:00,25.9,69.0,1006.7000122070312,1.2999999523162842,2.0
2008-11-15 15:00:00,26.0,72.0,1006.2999877929688,1.899999976158142,3.0
2008-11-15 16:00:00,25.4,76.0,1006.2999877929688,4.099999904632568,5.0
2008-11-15 17:00:00,24.8,78.0,1006.5,5.099999904632568,6.0
2008-11-15 18:00:00,24.4,77.0,1006.2000122070312,5.099999904632568,6.0
